Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
210.000,2.778914,2.977777,2.81405,3.025062,3.055053,2.935898,3.024244,2.982781,2.948267,3.194426,2.79851,3.146268,3.173244,2.934429,3.26993,2.968341,3.048519,3.332227,2.838081,3.484189,3.041305,3.483281,3.334804,2.954756,3.014494,3.396951,3.160749,3.417806,3.284717,3.048124,2.817485,2.996232,3.356729,3.340016,3.224663,3.410446,3.124145,3.145002,3.282849,3.17916,3.285851,3.424668,3.633556,3.423384,3.569778,3.100499,3.45379,3.145808,2.952293,2.881947,2.864605,3.469553,3.094917,3.126013,3.132298,3.612973,3.191333,3.448552,3.347829,3.210056,3.209295,3.099387,3.004333,3.0033,3.837988,3.234457,3.421541,3.417715,3.588921,3.314942,3.100639,3.082234,2.913871,2.92514,3.228683,3.339337,3.041608,3.39938,2.882844,3.51698,3.520414,3.346752,3.323275,3.541894,3.363555,3.287926,3.198534,3.653318,3.388199,3.220094,3.195224,3.592041,3.816737,3.404459,3.405792,3.033607,3.347778,2.978987,3.436059,3.563572,3.345291,3.556523,3.885801,3.620253,3.318694,3.171412,3.461362,2.791758,3.697276,3.46227,3.349217,3.88349,2.964647,2.903933,
211.000,2.727915,2.62684,2.614918,2.803174,2.822918,2.918855,2.708941,2.778928,2.829743,3.127087,2.936226,2.732,2.663735,3.0815,2.772765,2.833381,2.94017,3.139504,2.997418,2.821374,2.758749,2.911326,3.290715,2.811155,2.579492,3.149268,2.954241,2.730369,2.856886,2.985713,2.761775,3.342904,2.895223,3.181777,2.91337,3.222841,3.06544,2.820526,3.148817,2.878163,3.090239,3.56621,3.088481,3.134415,3.099844,2.993217,3.150833,3.031517,2.811471,2.912241,2.964206,3.401772,2.997249,3.045788,3.004094,3.182347,2.800567,3.478019,3.020249,2.814473,2.816317,3.077334,3.060922,3.026877,3.489166,2.952112,2.938061,3.182228,3.25307,2.941473,2.874629,3.169788,2.730121,3.079522,2.986255,3.441478,2.896994,3.31447,2.77392,3.315532,2.897843,3.025322,3.177471,3.285429,3.099854,3.14676,2.946926,3.514877,2.99541,3.094408,3.108093,3.095726,3.329783,2.897741,3.137636,3.031023,3.242168,2.699296,3.276045,3.143667,3.061655,3.256751,3.078382,3.153389,3.221159,2.68553,3.189974,3.054361,3.186631,2.966334,3.08217,3.031096,2.875365,3.017173,
212.000,2.608098,2.503896,2.658297,2.613287,2.641179,2.603759,2.584562,2.653149,2.832483,2.700163,2.563518,2.452195,2.717686,2.474307,2.590179,2.584846,2.502446,2.344605,2.519975,2.829476,2.861343,2.667694,2.442304,2.501532,2.710441,2.618494,2.697103,2.715899,2.766941,2.681364,2.746299,2.982143,2.712053,2.76747,2.86992,2.812481,2.658736,2.53731,2.786923,2.8321,2.613177,2.830815,2.52604,2.940976,2.686197,2.765458,2.703072,2.81813,2.747112,2.728006,2.649818,2.752512,2.753384,2.64858,2.695736,2.511685,2.720801,2.765035,2.788118,2.663556,2.672671,2.623813,2.842625,2.696914,2.781273,2.667418,2.717207,2.940146,2.577216,2.616771,2.647189,2.877163,2.827426,2.838437,2.673286,2.705433,2.833817,2.716092,2.810725,2.847536,2.621492,2.7606,2.814121,3.002062,2.680392,2.768019,2.680502,2.843157,2.61859,2.820769,2.852776,2.527537,2.747399,2.744802,2.944307,2.893866,2.698592,2.905215,2.904926,2.794839,2.683984,2.60313,2.977989,2.671451,2.615135,2.842939,2.644104,2.811606,2.587029,2.724932,2.586276,2.579003,2.780529,2.922267,
213.000,2.447804,2.559875,2.437378,2.498912,2.60188,2.52724,2.560065,2.70448,2.580791,2.523621,2.560415,2.663233,2.597742,2.618914,2.694882,2.723905,2.703831,2.68639,2.627339,2.625898,2.657562,2.681324,2.666792,2.599272,2.542819,2.834167,2.583273,2.658732,2.790333,2.677152,2.56974,2.6649,2.607325,2.668809,2.71057,2.628644,2.767778,2.631401,2.680328,2.675585,2.736377,2.64405,2.725323,2.752175,2.669433,2.724129,2.674432,2.628072,2.717594,2.652135,2.718868,2.756143,2.843832,2.734355,2.558274,2.620027,2.831804,2.723366,2.746267,2.732617,2.57707,2.692172,2.643611,2.751553,2.865686,2.515927,2.522676,2.675664,2.775002,2.758231,2.815518,2.631828,2.712135,2.651616,2.883937,2.797648,2.862609,2.810565,2.78364,2.765541,2.970484,2.686939,2.623223,3.038365,2.874488,2.953655,2.524946,2.656117,2.686897,2.679008,2.88648,2.712637,2.700346,2.765113,2.729411,2.510458,2.631268,2.752994,2.801657,2.864752,2.728725,2.769818,2.863867,2.759485,3.002049,3.022314,2.663249,2.781525,2.626603,2.77456,2.763231,3.096204,2.767539,2.675491,
214.000,2.345608,2.382,2.345238,2.351275,2.414584,2.322364,2.36105,2.354405,2.391096,2.454907,2.525303,2.439715,2.360371,2.511154,2.358277,2.381442,2.54605,2.567499,2.600243,2.369275,2.533964,2.35463,2.557693,2.495157,2.319612,2.541778,2.473061,2.395488,2.395591,2.486448,2.480018,2.501734,2.481376,2.429184,2.407355,2.457797,2.499946,2.424469,2.541323,2.463089,2.50463,2.533937,2.503843,2.454531,2.434468,2.51017,2.522612,2.470934,2.483259,2.580089,2.556444,2.489296,2.4972,2.474364,2.505998,2.475399,2.526729,2.530072,2.441089,2.5321,2.529789,2.560216,2.474852,2.657301,2.607391,2.532875,2.422325,2.517462,2.691626,2.589252,2.610982,2.508379,2.454308,2.604859,2.558721,2.62554,2.518232,2.586184,2.553806,2.446183,2.675349,2.497724,2.501351,2.554174,2.615937,2.676284,2.463339,2.641042,2.57685,2.455653,2.528523,2.583116,2.499514,2.659723,2.43472,2.506593,2.475626,2.493997,2.556578,2.534876,2.540084,2.548601,2.512131,2.531861,2.719206,2.51887,2.638606,2.618865,2.547832,2.532419,2.744395,2.755867,2.521115,2.522717,
215.000,2.151244,2.153438,2.184379,2.196838,2.171528,2.169061,2.19868,2.185425,2.214549,2.223728,2.175602,2.192096,2.335823,2.186789,2.321921,2.151672,2.142765,2.212224,2.206566,2.244277,2.319392,2.351283,2.180886,2.187883,2.33135,2.158833,2.361365,2.221478,2.275576,2.243569,2.282596,2.294586,2.250235,2.203464,2.278531,2.278778,2.22275,2.202575,2.252346,2.29202,2.209896,2.231687,2.306164,2.23821,2.279346,2.297065,2.327005,2.302464,2.325802,2.345343,2.279223,2.286563,2.268718,2.218339,2.318411,2.281905,2.261845,2.289923,2.25951,2.238642,2.268468,2.290081,2.251052,2.274894,2.33929,2.284171,2.253266,2.293883,2.329506,2.24634,2.271947,2.292663,2.300031,2.310678,2.284599,2.278526,2.272696,2.338748,2.295785,2.284099,2.258317,2.278707,2.266622,2.225373,2.29086,2.294967,2.327503,2.357105,2.281003,2.330734,2.229879,2.335267,2.374588,2.374427,2.288127,2.332855,2.329121,2.347139,2.28295,2.308751,2.325045,2.251203,2.322999,2.326499,2.268409,2.254044,2.286489,2.320433,2.295032,2.305636,2.363681,2.316813,2.285949,2.397639,
216.000,2.123445,2.112467,2.08478,2.054795,2.125963,2.147185,2.105884,2.113506,2.143277,2.135144,2.137713,2.180309,2.131904,2.149549,2.205146,2.230398,2.198483,2.186502,2.124639,2.131487,2.140692,2.173077,2.128343,2.241015,2.203679,2.22381,2.142518,2.189754,2.239494,2.161993,2.144194,2.195408,2.130426,2.169999,2.236595,2.216727,2.170758,2.131254,2.179368,2.223484,2.213616,2.179543,2.205615,2.179074,2.214448,2.183806,2.195657,2.209582,2.202758,2.180741,2.224988,2.213212,2.236095,2.307283,2.189961,2.242501,2.23762,2.188707,2.178395,2.205493,2.186633,2.232351,2.138804,2.192194,2.216371,2.211945,2.202187,2.187196,2.216866,2.14886,2.18609,2.200844,2.239251,2.201661,2.199986,2.199396,2.184948,2.205273,2.204846,2.213039,2.175279,2.230776,2.219014,2.192288,2.214347,2.192353,2.203275,2.192128,2.254039,2.231454,2.200735,2.22617,2.249734,2.245877,2.192019,2.189133,2.263881,2.303617,2.188541,2.218843,2.275213,2.168456,2.249796,2.194124,2.208247,2.312678,2.159879,2.279829,2.205164,2.238234,2.231685,2.193849,2.236329,2.209877,
217.000,2.047315,2.022093,2.006806,2.0041,2.007214,2.052465,2.026608,2.034786,2.03897,2.049468,2.099685,2.094719,2.004655,2.118832,2.034461,2.130518,2.127796,2.177447,2.145599,2.039569,1.99839,2.00027,2.126403,2.156479,2.034551,2.085048,2.02317,2.11624,2.089611,2.079493,2.043666,2.109438,2.108017,2.108978,2.056136,2.143635,2.036463,2.067307,2.135218,2.101873,2.09102,2.159264,2.124127,2.118913,2.1053,2.056258,2.058939,2.095586,2.093567,2.109992,2.136988,2.095106,2.079587,2.115656,2.076865,2.097627,2.076263,2.132121,2.202247,2.094993,2.185861,2.127372,2.129476,2.140653,2.077378,2.091982,2.102501,2.134333,2.12469,2.091333,2.13702,2.146875,2.100402,2.06848,2.118791,2.139297,2.113872,2.133062,2.206275,2.134017,2.107305,2.135882,2.091675,2.13663,2.127622,2.134923,2.114123,2.065167,2.149482,2.103683,2.152877,2.106646,2.088382,2.108206,2.143231,2.139391,2.207607,2.122139,2.097646,2.137087,2.094526,2.115681,2.169358,2.172131,2.119153,2.140464,2.18227,2.110488,2.156344,2.091484,2.117699,2.125148,2.14237,2.111534,
218.000,2.026653,2.031733,2.016287,2.068435,2.038506,2.078599,2.060641,2.046678,2.033641,2.096793,2.056301,2.044422,2.100362,2.087409,2.036572,2.028481,2.028384,2.021503,2.050607,2.060822,2.123862,2.062761,2.106181,2.055853,2.100911,2.041167,2.154247,2.137936,2.060006,2.146173,2.153003,2.177396,2.081382,2.103403,2.110126,2.131724,2.106822,2.119205,2.090117,2.160221,2.163625,2.11759,2.131521,2.130938,2.176679,2.100164,2.133505,2.11103,2.16302,2.154129,2.103299,2.110009,2.132908,2.073915,2.096522,2.116324,2.097887,2.134581,2.156562,2.079867,2.136657,2.156021,2.188278,2.083159,2.146807,2.182796,2.120001,2.121071,2.133083,2.112732,2.178692,2.103463,2.174886,2.104736,2.133184,2.156453,2.153353,2.145804,2.13331,2.162749,2.140659,2.143188,2.126853,2.181598,2.226158,2.155262,2.214142,2.180771,2.114561,2.205467,2.181315,2.171453,2.151525,2.174023,2.171262,2.123812,2.135102,2.192782,2.159185,2.107198,2.121855,2.173786,2.131402,2.128953,2.17205,2.170948,2.159723,2.122144,2.148198,2.095201,2.210145,2.187535,2.173402,2.176013,
219.000,1.938002,1.955604,1.930828,1.944204,1.933595,1.968051,2.008521,1.986162,1.942696,1.955048,1.908822,1.968043,1.965851,1.929975,2.028784,1.973958,1.941649,1.972856,1.964401,2.013049,1.98488,2.049862,1.969507,1.974174,2.031712,2.052021,2.024873,2.026552,2.038823,2.008316,2.000028,2.024254,1.998907,2.020659,2.018012,1.954045,2.073621,1.978061,2.002096,2.033197,2.04672,1.989412,2.028308,1.998068,2.030575,1.992601,2.041871,2.031768,2.024584,2.01181,2.054947,2.045002,1.99578,1.976981,2.020835,2.035727,2.059935,2.034418,2.014551,2.047369,2.055998,2.00913,2.028867,2.047504,2.042755,2.041433,2.040595,2.041258,2.0575,2.022295,1.992691,2.082268,2.079291,2.073057,2.02634,2.035494,2.053018,2.035799,2.048081,1.989337,2.02666,2.005699,2.013916,2.023653,2.107766,2.053425,2.075222,2.03098,2.034804,2.019978,2.046054,2.039804,2.094581,2.015005,2.044439,2.018159,1.986347,2.049629,2.049489,2.030373,2.054297,2.090787,2.032355,2.057923,2.082641,2.019475,2.056042,2.062681,2.014182,2.009445,2.068478,2.104951,2.074906,2.071444,
220.000,1.901015,1.96269,1.942842,1.915396,1.928704,1.982863,1.985259,1.977992,1.952203,1.965068,2.009099,1.960583,1.925954,2.001566,1.931348,2.008896,2.012637,1.963338,2.013247,1.944281,1.920877,1.974019,2.028154,2.065206,1.950539,1.991426,1.954526,1.935464,1.951215,1.984947,1.954475,2.034454,2.030895,2.001015,2.026093,2.066621,2.020855,2.021917,2.028963,2.010262,2.017276,2.018573,2.036831,2.007728,1.989496,2.026946,2.012479,2.010805,2.006381,2.008067,2.019106,2.049584,2.076427,2.059026,2.016757,2.011037,2.029053,2.057906,2.027516,2.083575,2.029835,2.027817,2.041187,2.039049,1.987642,2.079236,2.041085,1.991348,1.994042,2.004727,2.040086,2.042656,2.004689,2.035611,2.060386,2.100594,2.036333,2.068151,1.985999,2.051418,2.00953,2.037367,1.997525,2.033138,1.996882,2.113185,1.997448,2.092479,2.054378,2.045737,2.063907,2.060441,2.073267,2.044903,2.050498,2.027949,1.987478,2.039215,2.035931,2.058149,2.043903,2.10886,1.999725,2.071122,2.009536,2.019976,2.008417,2.054015,2.028155,2.038395,2.065619,2.100061,1.995147,2.021351,
221.000,1.929296,1.917637,1.913289,1.923871,1.936875,1.907014,1.96288,1.928051,1.984513,2.01154,1.956155,1.902769,1.98592,1.947297,1.957541,1.92605,1.911466,1.937907,1.94594,1.944777,2.02536,1.970727,1.954314,1.956913,1.9616,1.921651,2.031114,1.937989,1.939848,1.984078,1.983899,2.021533,2.009073,1.999796,2.005899,1.966261,1.980219,1.997318,2.013814,1.98066,2.006043,1.976961,1.969145,1.973407,2.058922,1.985819,1.973612,2.01018,2.000151,1.979645,2.003753,1.974438,2.027154,1.980721,2.038236,2.006105,1.988062,1.983334,1.947454,1.988953,1.983119,1.983311,1.983151,2.016253,2.028399,2.033946,2.017747,2.042873,2.015443,1.968349,2.026903,2.027228,2.002838,2.029837,2.030181,1.999916,1.990299,1.973995,2.03068,2.034611,2.00609,2.000423,1.986831,2.033005,2.010937,2.024457,2.043524,2.011617,2.012889,1.992104,2.004162,2.020245,2.017135,2.010777,2.025892,2.030375,1.991521,1.993277,2.061872,1.985254,2.017212,2.000267,1.947426,2.023128,1.991306,2.033447,2.067025,2.027241,2.008065,2.005879,2.073647,1.993629,2.018827,2.031275,
222.000,1.864884,1.825386,1.851786,1.869344,1.85764,1.886393,1.884255,1.89252,1.843765,1.89031,1.887501,1.87872,1.877792,1.872204,1.91977,1.944543,1.899548,1.920287,1.868948,1.903461,1.880203,1.943505,1.898822,1.918811,1.927924,1.93833,1.951866,1.968513,1.948404,1.894824,1.943821,1.968979,1.967704,1.910626,1.908141,1.94087,1.928254,1.924419,1.917572,1.939681,1.901276,1.91553,1.997543,1.923816,1.950357,1.928515,1.919742,1.923867,1.945352,1.956519,1.976194,1.945548,1.980342,1.9486,1.962995,1.961107,1.956671,1.97119,1.944722,1.948452,1.918066,1.966553,1.964502,1.977174,1.922987,1.924863,1.892264,1.972408,1.939476,1.960905,1.941206,1.965765,1.984085,1.94935,1.91181,1.977832,1.962593,1.917919,1.970799,1.992013,1.974303,1.991042,1.971181,1.95909,1.984138,1.934911,1.990474,1.963514,1.957115,1.99483,1.967265,2.013833,2.009259,2.00336,1.932058,1.958946,2.002729,1.962754,1.974153,1.952077,1.996252,1.952578,1.983337,1.963724,1.993612,1.941535,1.983283,1.918414,1.985575,1.928298,1.922912,1.999111,2.006132,1.925185,
223.000,1.844891,1.848201,1.8646,1.858878,1.913188,1.866908,1.89124,1.918378,1.905424,1.894573,1.97153,1.875772,1.867009,1.961546,1.8913,1.883417,1.963639,1.911752,2.016054,1.864916,1.898283,1.908135,1.94833,1.981817,1.888384,1.974181,1.904308,1.889077,1.912208,1.989114,1.926061,1.943326,1.958099,1.91967,1.936076,1.942053,1.967421,2.014465,1.930072,1.931461,2.014353,1.987706,1.978975,1.898876,1.951229,1.948894,1.949225,1.958482,1.988971,1.934432,1.97817,1.941234,1.908203,1.989239,1.951388,1.939213,1.951693,1.963467,2.010855,2.009173,1.98524,2.021257,1.935392,1.963716,2.01421,2.027421,1.952031,1.972045,1.998099,1.987964,1.949656,2.017468,1.998466,1.988624,1.99625,1.992123,1.980277,2.037148,1.995002,2.011384,1.98261,1.990831,1.999261,1.975988,2.011246,1.995481,1.980882,1.959359,1.967318,1.933347,1.939204,1.976353,1.921456,1.972493,1.97269,1.985421,1.983851,1.970408,1.958486,1.978193,1.963414,1.962595,2.02458,2.000374,1.981707,1.968909,1.988776,2.018569,1.961587,1.977148,2.026037,1.984169,2.002032,1.982769,
224.000,1.824225,1.840132,1.85502,1.846198,1.838093,1.87797,1.839423,1.829077,1.898982,1.873714,1.833677,1.859481,1.918046,1.825259,1.881012,1.854372,1.847113,1.839904,1.889737,1.905669,1.911308,1.899783,1.913373,1.882034,1.931893,1.879248,1.933569,1.886735,1.879045,1.981074,1.994826,1.919101,1.966194,1.92606,1.938158,1.937543,1.923147,1.970918,1.904541,1.942403,1.927968,1.913786,1.8855,1.906409,1.997172,1.936018,1.918912,1.897109,1.921295,1.925128,1.958879,1.937035,1.965498,1.940773,1.923816,1.971085,1.933625,1.933295,1.931923,1.942183,1.940257,1.94275,1.932305,1.909151,1.950469,1.929334,1.940911,1.893968,1.91343,1.973992,1.926606,1.968481,1.968528,1.920062,1.913225,1.952866,1.930654,1.965502,1.970795,1.949959,1.911116,1.965259,1.964947,1.966265,1.938892,1.96628,1.928685,1.9716,1.971886,1.990962,1.990896,1.93216,1.930252,1.956213,1.977102,1.975203,1.936979,1.931462,1.946422,1.956156,1.936079,1.910718,1.939562,1.929241,1.947123,1.91744,1.937312,1.899406,1.946519,1.929238,1.926752,1.951922,1.953988,1.957945,
225.000,1.875723,1.861491,1.862877,1.883915,1.860043,1.854753,1.908907,1.875354,1.862803,1.854458,1.888231,1.917743,1.88867,1.904598,1.9557,1.973243,1.886765,1.922814,1.896452,1.929321,1.911773,1.921913,1.925982,1.941096,1.948604,1.961039,1.940243,1.964864,2.00334,1.92133,1.915127,1.936657,1.93736,1.956268,1.929058,1.927352,1.933454,1.947229,1.916135,1.98482,1.926003,1.962983,1.962807,1.955302,1.929964,1.990212,1.963978,1.934204,1.965044,1.973179,1.92758,1.929113,2.009475,1.95145,2.015634,1.99474,1.994971,2.005283,1.963101,1.944424,1.963048,1.944708,2.002597,1.99127,1.992757,1.923352,1.941778,1.990603,1.990932,1.996171,1.974689,1.983901,1.946162,1.993382,1.992469,2.026106,1.944483,1.918133,1.919651,1.962429,1.990243,1.975276,2.013651,1.965243,1.992865,1.994446,1.973315,1.996252,2.01571,1.966325,1.978263,2.026534,2.011486,1.945495,1.955588,1.994367,1.989793,1.932782,1.963359,1.965702,1.964255,1.970962,1.991635,2.001938,1.971159,2.014031,1.994095,1.98053,1.945755,1.98221,1.970256,2.025148,2.016198,1.973939,
226.000,1.856889,1.841896,1.827484,1.879361,1.855836,1.878542,1.850021,1.849275,1.877413,1.884342,1.904054,1.873079,1.862772,1.904337,1.865193,1.874201,1.957292,1.922356,1.947988,1.894649,1.885867,1.854549,1.937939,1.940215,1.894674,1.922672,1.877922,1.896245,1.921816,1.911016,1.918171,1.9201,1.9558,1.911253,1.903219,1.946865,1.975958,1.927656,1.948043,1.94709,1.928798,1.91343,1.904854,1.912133,1.955435,2.039152,1.921308,1.937629,1.895241,1.957012,1.955958,1.918978,1.903347,2.006492,1.929893,1.985673,1.921643,1.929876,1.938758,1.947344,1.956729,1.963731,1.996712,1.967675,1.966178,1.985348,2.026958,1.975705,1.975779,1.938217,1.920388,1.965693,1.955644,1.929672,1.930022,1.957922,1.947145,1.955195,1.945974,1.98547,1.99643,1.946963,2.006735,1.964442,1.957223,1.956908,1.947102,1.947109,1.97658,1.985039,1.936896,1.939171,2.051164,1.965611,1.956754,1.985002,2.029517,2.016103,1.975637,1.937172,1.955649,1.9855,1.977153,1.985869,2.017066,1.947921,1.955109,1.947558,1.964286,1.957505,2.004121,1.977878,1.938715,1.947969,
227.000,1.862823,1.862333,1.862399,1.886304,1.893874,1.886025,1.87773,1.88535,1.944957,1.973612,1.902276,1.862691,1.92679,1.910487,1.917715,1.892734,1.902561,1.893429,1.902537,1.972247,1.972825,2.002109,1.945801,1.901728,1.982096,1.917979,2.002132,1.953168,1.98234,1.963225,1.993068,1.972757,1.973557,2.012458,1.953704,1.954578,1.96365,2.024153,1.92671,2.01326,1.982197,1.926986,1.953,1.963234,1.982765,2.035928,1.962732,1.99257,1.992012,1.982721,1.972963,2.012884,2.013037,1.983262,2.023319,2.013797,1.981697,2.002555,1.97262,1.982081,1.982914,2.070164,2.003312,1.972586,2.013839,1.983102,2.024896,2.046284,2.035309,2.002941,2.002554,2.034791,2.002985,2.0128,2.002369,1.992787,1.982426,2.002891,1.992542,2.013346,2.024047,2.012905,2.024855,2.057869,2.002646,2.012918,2.02334,2.013422,2.023319,2.013276,2.045561,2.01297,2.036067,1.992527,1.981862,2.046766,1.973419,2.013886,2.002819,2.034486,2.024286,2.024294,1.982402,2.035468,2.013662,2.034332,2.094203,2.013333,2.046357,1.982437,2.108366,1.982129,2.023481,1.981945,
228.000,1.801043,1.827085,1.814054,1.788167,1.807361,1.820276,1.813919,1.841164,1.833226,1.800287,1.834632,1.82077,1.839876,1.834567,1.861769,1.8933,1.878744,1.901553,1.863375,1.891812,1.847144,1.860992,1.841836,1.909988,1.884012,1.917804,1.891971,1.908716,1.884817,1.884702,1.854543,1.892761,1.869888,1.93344,1.892888,1.878071,1.917554,1.876607,1.952601,1.908777,1.925301,1.885839,1.943409,1.88536,1.917014,1.925536,1.925677,1.908972,1.900606,1.917684,1.917161,1.934394,1.87702,1.917276,1.916091,1.900556,1.952085,1.900592,1.917336,1.961325,1.90124,1.90006,1.917562,1.94327,1.877204,1.935183,1.934493,1.933961,1.908781,1.884884,1.909173,1.961587,1.917356,1.925554,1.934899,1.893053,1.934548,1.92553,1.934458,1.952111,1.951951,1.933686,1.901141,1.933726,1.925576,1.952199,1.970496,1.900935,1.97944,1.951596,1.960443,1.900138,1.934864,1.962007,1.989933,1.917283,1.943496,1.933877,1.943081,1.951896,1.900724,1.925571,1.952277,1.909029,1.961603,1.951634,1.960931,1.900826,1.933911,1.934666,1.916989,1.970889,1.934102,1.970854,
229.000,1.830065,1.824323,1.843602,1.831613,1.858739,1.82384,1.851512,1.856649,1.837901,1.882227,1.903292,1.85148,1.819936,1.90286,1.823015,1.87734,1.933535,1.884556,1.919123,1.85217,1.875031,1.860051,1.963032,1.916167,1.867064,1.899669,1.905275,1.886098,1.910574,1.896731,1.905719,1.920039,1.920033,1.911498,1.9205,1.953698,1.917278,1.90312,1.91646,1.944432,1.911428,1.954418,1.94302,1.955227,1.920352,1.963806,1.927787,1.944933,1.9464,1.971943,1.929457,1.970007,1.945745,1.918943,1.88773,1.937378,1.942447,1.946079,1.926413,1.942337,1.962886,1.955267,1.961383,1.94417,1.956021,2.000139,1.960724,1.98282,1.973219,1.956192,1.971046,2.007715,1.962869,1.972915,2.009532,1.963887,1.962671,1.945442,1.962573,1.982193,1.961553,1.928585,1.981011,1.962718,1.954326,1.979869,1.990599,1.972208,1.935656,1.927172,1.953654,1.921107,1.998511,2.020492,1.962163,2.001872,1.953878,1.919721,1.963356,1.980072,1.963349,1.963065,1.952249,1.981272,1.978833,1.961864,2.043048,1.973588,1.97277,1.961278,2.021183,1.970566,1.961455,1.970306,
230.000,1.800177,1.82943,1.819757,1.817363,1.830546,1.81832,1.83797,1.819998,1.83743,1.857349,1.848896,1.860356,1.912691,1.84339,1.856346,1.847351,1.843857,1.846727,1.877548,1.920315,1.900974,1.903826,1.867116,1.851451,1.927266,1.854196,1.93207,1.890909,1.889177,1.916233,1.915828,1.916626,1.901484,1.933711,1.923174,1.917868,1.889091,1.881462,1.895121,1.918419,1.933956,1.941244,1.908409,1.93876,1.94028,1.966234,1.932211,1.924571,1.958956,1.929835,1.987714,1.909908,1.92692,1.927322,1.930216,1.951403,1.901734,1.950373,1.903017,1.909756,1.942568,1.950368,1.909467,1.941264,1.947824,1.946995,1.910649,1.972799,1.95713,1.977015,1.917647,1.907991,1.961279,1.965962,1.940697,1.949313,1.969171,1.970123,1.94928,1.993618,1.932483,1.959014,1.91527,1.941206,1.968924,1.952029,1.974465,1.93259,1.979268,1.942521,1.968681,1.950841,1.917659,1.983579,1.99544,1.96469,1.966272,1.951605,1.997751,1.952144,1.952194,1.959586,1.933209,1.932571,1.925391,1.951904,2.0025,1.977171,1.96637,1.935341,1.929577,1.968703,1.936472,1.959743,
231.000,1.821859,1.794368,1.844335,1.818112,1.841579,1.824391,1.846598,1.86731,1.828249,1.884343,1.856221,1.895843,1.882395,1.885664,1.918352,1.920933,1.916377,1.923144,1.883362,1.896464,1.856385,1.899629,1.881253,1.937027,1.897321,1.946342,1.878108,1.958776,1.950125,1.889788,1.887786,1.92107,1.919134,1.907609,1.889664,1.957723,1.951136,1.943373,1.929443,1.969116,1.926308,1.950663,1.921696,1.902764,1.904123,1.951447,1.932762,1.935555,1.957979,1.924851,1.98394,1.969126,1.974528,1.969933,1.995286,1.966018,1.937525,1.958712,1.975631,1.945857,1.986314,1.978301,1.961771,1.934526,1.937379,1.956322,1.978375,1.928447,1.96202,1.973415,1.967209,1.961073,2.012066,1.95115,1.975807,1.960196,1.992963,2.003142,1.941436,1.957253,1.944507,1.952776,1.934365,1.961126,1.983872,2.00193,1.96206,1.971441,1.970553,1.952771,1.98693,1.962144,2.008609,1.964878,1.965492,1.961465,1.955489,1.971045,2.020961,2.001017,2.014433,1.985546,1.943126,1.969417,1.980129,1.99472,2.01548,2.004827,1.971048,1.995421,1.965487,2.008093,2.025607,1.974369,
232.000,1.787726,1.83599,1.786579,1.837468,1.831286,1.843497,1.818167,1.809684,1.84086,1.881011,1.86345,1.853233,1.840265,1.869989,1.858338,1.879871,1.88978,1.88878,1.891577,1.849432,1.850534,1.857034,1.92522,1.954607,1.862,1.897321,1.890297,1.884363,1.879473,1.942648,1.891654,1.932586,1.905269,1.884756,1.921156,1.896409,1.894206,1.915227,1.923486,1.920947,1.927327,1.925027,1.932965,1.914507,1.935991,1.946241,1.988407,1.92504,1.92299,1.994082,1.966836,1.925145,1.913778,1.945212,1.94564,1.937164,1.943274,1.932821,2.009059,1.949457,1.936681,1.96449,1.94167,1.924817,1.977826,1.976764,1.94228,1.977204,1.972706,1.925625,1.91195,1.926553,1.949411,1.96003,1.927705,1.949116,1.939506,1.966684,1.928629,1.962419,1.962361,1.962024,1.926132,1.969316,1.95156,1.935235,2.004743,1.97485,1.915908,1.979035,1.982366,1.995042,1.970343,1.938264,1.972324,1.974909,1.996767,1.991336,1.951978,1.92908,1.975266,1.957701,1.957202,1.95083,1.963961,1.958289,1.995921,1.982104,1.990413,1.960087,2.003717,2.004651,1.970803,1.936979,
