,50_hexanon_in_hexane,60_hexanon_in_hexane,60_hexanon_in_hexane,70_hexanon_in_hexane,70_hexanon_in_hexane,80_hexanon_in_hexane,80_hexanon_in_hexane,90_hexanon_in_hexane,90_hexanon_in_hexane,100_hexanon_in_hexane,100_hexanon_in_hexane,20_hexanon_in_hexane,20_hexanon_in_hexane,30_hexanon_in_hexane,30_hexanon_in_hexane,40_hexanon_in_hexane,40_hexanon_in_hexane,50_hexanon_in_hexane,10_hexanon_in_hexane,10_hexanon_in_hexane,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
1365.540,0.0003064914,0.0004069159,0.0003013421,0.0002993039,0.0004323377,0.0004147693,0.0003018266,0.0002848401,0.0004050814,0.0003785458,0.0002752118,0.0003530717,0.0006125279,0.0003504461,0.0005411173,0.0004599439,0.0003464564,0.0004178629,0.0005833936,0.0003622158,
1361.683,0.0003385147,0.0005133562,0.0003399344,0.0003393011,0.0005432071,0.0005125804,0.0003378258,0.0002972698,0.0004997043,0.0004576907,0.0002998049,0.0004008993,0.0008110037,0.0004110651,0.0007151982,0.0005953435,0.0003791648,0.0005237007,0.0007778338,0.0004028371,
1357.825,0.000381984,0.0006320163,0.0003805752,0.0003882846,0.0006516557,0.0006079823,0.0003847015,0.0003214621,0.0005836935,0.0005109595,0.0003266168,0.0004655384,0.001108542,0.000482187,0.0009664063,0.0007928302,0.0004241168,0.0006550605,0.001060547,0.000464587,
1353.968,0.0004153807,0.0006722977,0.0004033874,0.0004036883,0.0006609376,0.0006035334,0.0003846047,0.0003224346,0.0005598214,0.0004595812,0.0003140434,0.0005432651,0.001418025,0.0005433771,0.00118431,0.0009512629,0.0004677729,0.0007234579,0.001391211,0.0005450312,
1350.110,0.0004075638,0.0005868842,0.000381582,0.0003581007,0.0005431343,0.0004745664,0.0003218295,0.0002727491,0.000413925,0.0003277313,0.0002456557,0.0006172567,0.001589012,0.0005719048,0.001230715,0.0009420041,0.0004830561,0.0006674228,0.001727475,0.0006430096,
1346.253,0.0003745812,0.0004720518,0.0003407447,0.0002946699,0.0004143311,0.0003369707,0.0002597431,0.000212086,0.0002685669,0.0002272935,0.0001784672,0.0006909056,0.001651434,0.0005800542,0.001177913,0.0008331703,0.0004795469,0.0005781933,0.002104179,0.0007693133,
1342.395,0.0003600488,0.0004237595,0.0003250229,0.0002601957,0.0003579396,0.0002797201,0.0002392463,0.0001856975,0.0002055262,0.0001940948,0.00015601,0.000785056,0.001757553,0.0005978864,0.001189967,0.0007807209,0.0004835982,0.0005582841,0.002557075,0.0009551742,
1338.538,0.0004042348,0.0004870286,0.0003504834,0.0002729029,0.0004040885,0.0003269661,0.0002628647,0.0002057618,0.0002416267,0.0002248287,0.0001747341,0.0009587957,0.002057469,0.0006737243,0.001393328,0.0008910397,0.0005270032,0.0006591426,0.003113979,0.001288864,
1334.680,0.0005732492,0.0007263682,0.0004665005,0.0003829043,0.0006091465,0.000508215,0.0003677099,0.0002929949,0.0004038938,0.0003468927,0.0002517697,0.001397771,0.002635694,0.0009565178,0.001899087,0.00128123,0.0007154352,0.0009493243,0.003781702,0.001980597,
1330.823,0.0008836339,0.00103641,0.0007052295,0.0005990838,0.0008738452,0.000732154,0.000549323,0.0004331419,0.0006097024,0.0005038837,0.0003846551,0.002226936,0.00312946,0.001556142,0.002442188,0.001800949,0.001126261,0.001307042,0.004219395,0.00318053,
1326.965,0.001161631,0.001126916,0.0009306921,0.0007754683,0.0009380882,0.0007864638,0.0006775943,0.0005261098,0.0006669029,0.0005476458,0.0004774065,0.003081375,0.00298193,0.002198007,0.00246812,0.001971116,0.00156752,0.001404083,0.003951047,0.004464568,
1323.108,0.001153755,0.000901759,0.0009224207,0.0007306988,0.0007263992,0.0006099888,0.0006259807,0.000477842,0.0005162907,0.0004252143,0.0004293221,0.003245131,0.002231759,0.002321314,0.001892127,0.001590092,0.00164331,0.001127815,0.003045244,0.004875247,
1319.251,0.0008426132,0.0005571076,0.0006589561,0.0004868889,0.0004258262,0.0003550338,0.0004254283,0.0003149486,0.0002940909,0.0002379264,0.0002721597,0.002529413,0.001389485,0.00177008,0.001158263,0.0009735441,0.001236073,0.0007027616,0.00201643,0.004027633,
1315.393,0.0004929141,0.0003033939,0.0003593466,0.0002477278,0.0002230577,0.0001764625,0.0002254236,0.0001577524,0.0001405848,0.0001053173,0.0001288854,0.001605175,0.0008440163,0.00105863,0.0006655249,0.0005296338,0.0007116707,0.0003937493,0.001272569,0.002717393,
1311.536,0.000367298,0.0002369733,0.0002385788,0.0001610645,0.0001814621,0.0001340669,0.0001425328,9.760473E-5,0.0001010115,7.540485E-5,8.066696E-5,0.001207428,0.0006781768,0.0007881679,0.0005417781,0.0004421004,0.0005065625,0.0003261914,0.000906675,0.001889486,
1307.678,0.0005615348,0.0003886323,0.00038273,0.0002669487,0.000317801,0.0002500385,0.0002186628,0.0001580781,0.0001944361,0.0001488169,0.0001280901,0.001379036,0.0007263456,0.001118076,0.0006980742,0.0006879037,0.0008097666,0.0004973132,0.0007766071,0.001599743,
1303.821,0.000991547,0.0006703854,0.0007637919,0.000569788,0.0005732676,0.0004999264,0.0004691863,0.000354578,0.0004174663,0.0003307886,0.0002769881,0.001583843,0.0007469555,0.00166416,0.0008721378,0.00104339,0.001500138,0.0007652689,0.0006900306,0.001385836,
1299.963,0.001361134,0.0008701314,0.001183773,0.0009769473,0.0007725941,0.0007462724,0.0008423715,0.0006763315,0.0006697515,0.0005755519,0.0005331507,0.001423256,0.0006500024,0.001838253,0.0008520324,0.001182778,0.002060697,0.0009029278,0.0005640169,0.001062212,
1296.106,0.001379128,0.0008561615,0.001349524,0.001248538,0.0007893455,0.0008310328,0.001137381,0.001004757,0.0007931043,0.0007516236,0.0008324263,0.001035843,0.000511026,0.001505265,0.00068043,0.00100882,0.00199691,0.0008145555,0.0004266499,0.0007573297,
1292.248,0.001086771,0.0006923959,0.001169693,0.001204969,0.0006611974,0.0007296766,0.001149121,0.001137987,0.0007263102,0.0007555168,0.001015443,0.000708713,0.0003966072,0.001022167,0.0005036467,0.000714122,0.001453733,0.0006120183,0.0003188791,0.0005526834,
1288.391,0.0007477804,0.0005098816,0.0008398583,0.0009384757,0.0004995802,0.0005555757,0.0009166575,0.001005636,0.0005598003,0.0006223787,0.000968678,0.0005153022,0.0003162563,0.0006756794,0.0003766249,0.0004880443,0.0009267523,0.0004373803,0.000255407,0.000424624,
1284.533,0.0005167748,0.0003766844,0.0005717286,0.0006574143,0.0003757621,0.0004146794,0.0006525593,0.0007517887,0.0004098403,0.000460099,0.000759937,0.0004063607,0.000265266,0.0004765334,0.0002864634,0.0003617948,0.0006186425,0.0003319712,0.0002214973,0.0003413429,
1280.676,0.0003898425,0.0002936682,0.0004133684,0.0004566004,0.0002962994,0.0003259554,0.0004725537,0.000532825,0.0003096214,0.0003336931,0.0005334914,0.000335706,0.0002308335,0.0003478107,0.0002319895,0.000296588,0.0004499698,0.000272473,0.0002044918,0.0002794484,
1276.819,0.0003238237,0.0002384869,0.0003192382,0.000331561,0.0002428405,0.0002662975,0.0003566907,0.0003833883,0.0002400479,0.0002513507,0.0003701649,0.0002805033,0.000206006,0.0002627012,0.0002096502,0.0002650644,0.0003432365,0.0002338113,0.0001999406,0.0002334907,
1272.961,0.0002783796,0.0001960604,0.0002530508,0.0002573648,0.0002031331,0.0002188855,0.0002707212,0.0002849751,0.0001889554,0.00020229,0.000280583,0.0002361397,0.0001908803,0.0002214314,0.0001925201,0.0002394813,0.0002748411,0.0002039871,0.0001938009,0.0002078896,
1269.104,0.0002313435,0.0001696629,0.0002094585,0.0002113283,0.0001740407,0.0001823043,0.0002100485,0.0002238017,0.0001596643,0.000174238,0.0002332611,0.0002048219,0.0001833958,0.0002028491,0.0001754577,0.0002043199,0.0002315052,0.0001798856,0.0001802332,0.0001925304,
1265.246,0.00019019,0.0001640217,0.0001795438,0.0001795437,0.0001589073,0.0001629794,0.0001775209,0.0001886261,0.0001515532,0.0001605844,0.0001994611,0.0001886649,0.0001797181,0.0001853109,0.0001673317,0.0001784529,0.0002059555,0.000160789,0.0001618017,0.0001761855,
1261.389,0.0001610803,0.0001664166,0.000151069,0.0001554384,0.0001557516,0.0001583625,0.0001629214,0.0001670742,0.0001531741,0.0001592463,0.0001751504,0.0001847071,0.0001751536,0.0001683593,0.0001630621,0.0001725214,0.0001878348,0.0001512482,0.0001480055,0.0001566125,
1257.531,0.0001426662,0.0001676827,0.0001312872,0.0001422983,0.0001555239,0.0001573265,0.0001499359,0.0001473831,0.0001586716,0.0001574024,0.0001613015,0.0001802663,0.0001686339,0.000156084,0.0001607186,0.0001674518,0.0001706064,0.0001535917,0.0001490701,0.0001385136,
1253.674,0.0001393353,0.0001681221,0.0001294336,0.0001459261,0.0001543136,0.0001525769,0.0001365506,0.0001306981,0.0001667428,0.0001430692,0.0001509195,0.000171148,0.0001681324,0.0001503233,0.0001644124,0.0001559892,0.000162908,0.000155271,0.0001740568,0.0001334169,
1249.816,0.0001502563,0.000163365,0.000139353,0.0001578834,0.0001570087,0.0001510954,0.0001317111,0.0001279234,0.0001682606,0.0001265825,0.0001375252,0.0001614201,0.0001760767,0.0001526309,0.0001776829,0.0001537417,0.0001642107,0.0001528156,0.0001881514,0.0001433535,
1245.959,0.0001650906,0.0001628075,0.0001530039,0.0001575675,0.0001659105,0.0001537039,0.000128064,0.0001312558,0.0001581507,0.0001267109,0.0001229246,0.0001523902,0.0001927532,0.0001573713,0.0001998467,0.0001620227,0.0001685447,0.0001588622,0.0001800682,0.0001607855,
1242.101,0.0001706238,0.0001703928,0.0001646391,0.0001400663,0.000181866,0.000152642,0.0001149988,0.0001284153,0.0001468646,0.0001345508,0.0001129587,0.0001573027,0.0002165613,0.000156976,0.0002206735,0.0001743858,0.0001777251,0.0001753359,0.0001815998,0.0001850444,
1238.244,0.0001721942,0.0001747191,0.0001624168,0.0001200173,0.0001980723,0.0001499923,0.0001028938,0.0001191948,0.0001418049,0.0001316303,0.0001095429,0.0001793349,0.0002545567,0.0001565565,0.0002406298,0.0001925383,0.0001879461,0.0001870127,0.0002181508,0.0002112193,
1234.386,0.0001777949,0.0001701464,0.0001408501,0.0001102163,0.0001930452,0.0001450803,9.978037E-5,0.0001007316,0.0001318218,0.0001149079,0.0001049832,0.0002069,0.000318474,0.0001718214,0.0002762281,0.0002137282,0.0001950322,0.0001878686,0.0002896439,0.0002287531,
1230.529,0.000172604,0.0001486428,0.0001111167,0.0001021458,0.0001533558,0.0001192483,8.872504E-5,7.064125E-5,0.0001052573,8.465657E-5,8.392616E-5,0.000231897,0.0003828234,0.0002041143,0.0003098803,0.000218049,0.0002003874,0.0001712404,0.0003891634,0.0002431925,
1226.672,0.0001481884,0.0001067738,8.826237E-5,8.195907E-5,9.728775E-5,7.660201E-5,6.324241E-5,3.774756E-5,7.415155E-5,4.982195E-5,6.04276E-5,0.0002440223,0.0003962665,0.0002212082,0.000290264,0.0001804998,0.0001919214,0.0001331132,0.0004756823,0.0002585216,
1222.814,0.0001246015,7.141491E-5,7.933006E-5,5.977849E-5,5.841486E-5,5.534224E-5,4.641524E-5,3.143276E-5,6.062468E-5,2.948609E-5,5.996066E-5,0.0002261487,0.0003520643,0.0001995103,0.0002285395,0.0001284835,0.0001574558,9.973116E-5,0.0005001115,0.0002616347,
1218.957,0.0001177552,5.952944E-5,8.424698E-5,5.897325E-5,4.99103E-5,6.859301E-5,5.572074E-5,3.274535E-5,5.789247E-5,3.271054E-5,6.51537E-5,0.0001922523,0.0003254946,0.0001676752,0.0002015921,0.0001212868,0.0001229764,9.537736E-5,0.0005281398,0.0002616486,
1215.099,0.0001204075,8.202895E-5,0.0001010417,9.156045E-5,7.4559E-5,9.485188E-5,8.102195E-5,5.479437E-5,6.478088E-5,5.353887E-5,7.489695E-5,0.0001913078,0.0004232366,0.0001701451,0.0002592422,0.0001561421,0.0001218833,0.0001216133,0.0007307557,0.0002955889,
1211.242,0.0001320751,0.0001274294,0.0001246112,0.0001237529,0.0001174653,0.0001131308,0.000107071,7.746537E-5,9.583911E-5,8.512809E-5,9.268985E-5,0.0002533537,0.0007245319,0.0002133782,0.0004174541,0.0002299972,0.0001538952,0.0001727177,0.001253977,0.0003937504,
1207.384,0.0001602304,0.0001874325,0.0001488042,0.0001395481,0.0001765864,0.0001326881,0.0001260134,0.0001008206,0.0001382786,0.0001107013,0.0001069538,0.0003819918,0.001282195,0.0002871884,0.0007354062,0.0003616171,0.000207042,0.0002502481,0.002086107,0.0005913841,
1203.527,0.0002026663,0.0002654477,0.0001729783,0.0001501062,0.000260569,0.0001833414,0.0001411256,0.0001294542,0.0001734802,0.0001329499,0.0001165907,0.0006008747,0.002062097,0.0004060309,0.001292489,0.0006211303,0.0002886474,0.00036683,0.002983562,0.0009759057,
1199.669,0.0002674172,0.0003704125,0.0002112884,0.0001733369,0.0003595218,0.0002655462,0.0001600346,0.0001518842,0.0002102125,0.0001648623,0.0001347895,0.001007897,0.002840201,0.0006220726,0.002052088,0.001109135,0.0004182427,0.0005264032,0.003590048,0.001722439,
1195.812,0.0003771072,0.000508986,0.0002811924,0.0002257031,0.0004620011,0.0003586558,0.0001913259,0.0001699282,0.000272426,0.0002162087,0.0001621733,0.001784818,0.003271725,0.001053729,0.002759425,0.001809638,0.0006322511,0.0007113797,0.003649824,0.002941634,
1191.954,0.0005383742,0.0006496689,0.0003794188,0.0002992254,0.000555773,0.0004437272,0.0002447831,0.0002038956,0.0003530426,0.0002708171,0.0001949506,0.002962657,0.00314596,0.001851793,0.003072337,0.002472604,0.001048947,0.0008867406,0.003140134,0.004228189,
1188.097,0.0007318647,0.0007430085,0.0005035715,0.0003777295,0.00061604,0.0005045798,0.0003165881,0.0002562866,0.0004206398,0.000311837,0.0002353383,0.004010264,0.002547109,0.00295838,0.002842788,0.002777187,0.001803855,0.000994955,0.00230388,0.004666508,
1184.240,0.0009187555,0.000773867,0.0006394529,0.0004648182,0.0006268785,0.0005324929,0.0004004587,0.0003063137,0.0004539429,0.0003419885,0.0002796205,0.004100184,0.001766522,0.003802746,0.002217633,0.002593364,0.002769485,0.0009881256,0.001481668,0.003857972,
1180.382,0.001040756,0.0007470522,0.0007501095,0.0005561284,0.0005973896,0.0005245166,0.0004805078,0.0003469239,0.0004533014,0.0003646548,0.0003161379,0.003137045,0.001097122,0.003688122,0.001495231,0.002036278,0.003382638,0.0008814998,0.0008781307,0.002485178,
1176.525,0.001045433,0.0006648426,0.0008020233,0.0006171624,0.000538521,0.0004837174,0.0005346729,0.0003931389,0.000427214,0.000380279,0.0003412674,0.001906956,0.0006656911,0.002701054,0.0009182917,0.001359581,0.003123068,0.0007292205,0.0005170321,0.001396578,
1172.667,0.0009347974,0.0005479898,0.0007766734,0.0006228383,0.0004520051,0.0004267945,0.0005581201,0.000442332,0.000393936,0.0003836027,0.0003655106,0.001056673,0.0004204438,0.001609974,0.0005605922,0.0007994336,0.002209045,0.0005714179,0.0003270906,0.0007980992,
1168.810,0.0007667271,0.0004305587,0.000685778,0.0005852211,0.0003586761,0.0003716386,0.0005467797,0.0004667739,0.0003596627,0.000360894,0.0003885308,0.00062533,0.0002717976,0.0009036302,0.0003685958,0.0004581145,0.001302968,0.0004331369,0.0002296035,0.0005056928,
1164.952,0.0005953668,0.0003340803,0.000568944,0.0005192551,0.000283645,0.0003251353,0.0004959199,0.000454402,0.0003131685,0.0003151543,0.0003941569,0.0004215291,0.0001902754,0.0005471499,0.0002647036,0.0002971086,0.0007349066,0.0003287225,0.0001856494,0.000345836,
1161.095,0.0004399872,0.0002628391,0.0004571647,0.0004239629,0.0002239677,0.0002839728,0.0004209014,0.0004183433,0.0002607879,0.000268624,0.0003733311,0.0003084682,0.0001669602,0.0003634928,0.0002041082,0.0002177016,0.0004409174,0.0002543338,0.0001749712,0.0002447416,
1157.237,0.0003078276,0.0002163288,0.0003536458,0.0003187945,0.0001766918,0.0002402731,0.0003379459,0.0003657703,0.0002149264,0.0002328104,0.0003332022,0.0002340156,0.0001530048,0.0002508472,0.0001640018,0.0001591939,0.0002988502,0.0001959684,0.0001586675,0.0001898533,
1153.380,0.0002180073,0.0001893774,0.0002596069,0.0002453376,0.0001426584,0.0002001404,0.0002579717,0.0003000544,0.0001741971,0.0002030319,0.0002784448,0.0001859268,0.0001178777,0.0001864851,0.0001358121,0.0001186663,0.0002321429,0.0001535608,0.000117675,0.0001727667,
1149.522,0.0001821434,0.0001634846,0.0001944167,0.00020695,0.0001094413,0.0001640045,0.0001968045,0.0002366905,0.0001379697,0.000174668,0.0002129674,0.0001590395,8.206176E-5,0.0001672067,0.0001229711,9.378597E-5,0.0001823857,0.0001340541,7.256004E-5,0.0001652914,
1145.665,0.0001699916,0.0001315733,0.0001640001,0.0001656064,7.805102E-5,0.0001280427,0.0001559369,0.0001862536,0.0001051542,0.0001417728,0.0001582487,0.0001437277,7.08716E-5,0.0001638207,0.0001189976,6.688871E-5,0.0001384801,0.0001211018,5.357487E-5,0.0001448246,
1141.807,0.0001488271,0.0001093,0.0001391736,0.0001173855,6.041369E-5,0.0001099899,0.0001233448,0.0001504668,8.429356E-5,0.0001060465,0.0001248131,0.0001310201,8.002734E-5,0.0001536008,0.0001094445,6.269039E-5,0.0001161582,9.819253E-5,7.579175E-5,0.0001208767,
1137.950,0.0001228978,0.0001009202,9.810497E-5,8.637194E-5,6.117006E-5,0.0001078142,9.817346E-5,0.0001200767,8.088544E-5,8.125923E-5,9.802407E-5,0.0001159513,8.704151E-5,0.0001404881,9.688085E-5,6.28143E-5,0.000103484,7.409319E-5,9.073702E-5,0.0001089031,
1134.093,0.0001027399,9.400038E-5,5.689155E-5,6.391085E-5,6.351126E-5,0.0001060037,7.982934E-5,8.915613E-5,7.973696E-5,6.751095E-5,8.058146E-5,0.0001056192,8.807686E-5,0.0001268239,9.819813E-5,7.030649E-5,8.72805E-5,5.53941E-5,9.379532E-5,0.0001034049,
1130.235,8.419455E-5,7.922806E-5,3.096338E-5,4.376392E-5,6.647578E-5,9.69312E-5,6.089892E-5,6.862404E-5,6.940591E-5,5.857027E-5,6.303642E-5,0.0001015607,7.916368E-5,0.0001079997,0.0001052008,7.375167E-5,6.486198E-5,4.660949E-5,7.64789E-5,0.000106394,
1126.378,6.563071E-5,6.096621E-5,2.7492E-5,4.110104E-5,6.7787E-5,6.8651E-5,4.362109E-5,4.756031E-5,5.317269E-5,5.625843E-5,4.985607E-5,8.740806E-5,6.628022E-5,8.122427E-5,9.577404E-5,6.537072E-5,5.074543E-5,4.047306E-5,5.244739E-5,0.000110117,
1122.520,5.040513E-5,5.073692E-5,3.47993E-5,3.434625E-5,5.890575E-5,4.53382E-5,3.798409E-5,2.741381E-5,4.613282E-5,4.645142E-5,5.070333E-5,6.68194E-5,5.81615E-5,6.82945E-5,7.423282E-5,5.997585E-5,4.315702E-5,2.858093E-5,5.520732E-5,0.000106884,
1118.663,4.225366E-5,4.892537E-5,4.970244E-5,4.618131E-5,6.269174E-5,2.344613E-5,3.028495E-5,3.026058E-5,5.767857E-5,4.091542E-5,4.960823E-5,5.274824E-5,6.251277E-5,4.796853E-5,5.938859E-5,7.742863E-5,4.13923E-5,3.329862E-5,8.03922E-5,0.0001005144,
1114.805,4.93265E-5,5.04643E-5,7.189623E-5,7.983999E-5,7.8929E-5,3.892503E-5,4.226882E-5,6.580447E-5,6.411248E-5,2.91499E-5,4.851399E-5,4.845362E-5,7.795743E-5,5.347179E-5,5.453603E-5,9.795604E-5,4.633193E-5,4.420378E-5,0.0001096096,0.0001023432,
1110.948,5.900663E-5,6.070037E-5,7.624985E-5,9.870576E-5,7.378078E-5,6.240411E-5,6.163463E-5,8.375156E-5,6.71279E-5,2.948797E-5,5.200393E-5,5.492673E-5,9.089675E-5,7.64819E-5,6.657188E-5,9.42414E-5,5.538877E-5,4.869082E-5,0.0001255503,0.0001040261,
1107.090,6.617788E-5,7.181462E-5,6.948564E-5,8.209547E-5,5.552446E-5,6.165991E-5,5.643823E-5,8.020654E-5,6.825243E-5,2.545965E-5,4.84328E-5,6.189644E-5,8.559217E-5,8.588631E-5,7.94891E-5,7.264676E-5,6.322869E-5,4.161197E-5,0.0001244161,9.787938E-5,
1103.233,6.609972E-5,6.421447E-5,7.367822E-5,4.510484E-5,4.715299E-5,5.320187E-5,3.493268E-5,7.283828E-5,7.677585E-5,2.463951E-5,4.687686E-5,6.628245E-5,7.255581E-5,8.119553E-5,8.158794E-5,5.254335E-5,7.859083E-5,3.408206E-5,0.0001355742,9.686804E-5,
1099.375,6.166068E-5,6.447759E-5,8.046414E-5,3.773112E-5,5.972631E-5,4.909509E-5,2.979281E-5,6.047298E-5,9.007163E-5,4.059613E-5,5.141768E-5,9.324399E-5,8.009925E-5,6.923977E-5,8.751488E-5,5.488118E-5,9.154472E-5,4.500266E-5,0.0001636559,0.000104683,
1095.518,6.811979E-5,8.075704E-5,7.145235E-5,3.920414E-5,8.701842E-5,5.75069E-5,4.167146E-5,5.347361E-5,8.779253E-5,5.643194E-5,5.323906E-5,0.0001126503,9.951477E-5,4.892456E-5,9.310208E-5,6.512267E-5,0.0001035289,4.489805E-5,0.0001817853,0.0001139976,
1091.661,7.529743E-5,9.182721E-5,5.954585E-5,2.977846E-5,9.266658E-5,7.528537E-5,5.754685E-5,6.983236E-5,6.9184E-5,5.727554E-5,6.821547E-5,0.0001274208,0.0001374725,6.132192E-5,0.000110922,7.441403E-5,0.0001116215,5.253193E-5,0.0002181745,0.0001230587,
1087.803,7.117481E-5,0.0001160333,5.819583E-5,1.114475E-5,8.863267E-5,8.883928E-5,6.083483E-5,7.459396E-5,5.825008E-5,4.674904E-5,8.088849E-5,0.0001390322,0.000226878,9.274534E-5,0.000155912,9.059065E-5,0.0001266774,7.754123E-5,0.0003335607,0.0001424459,
1083.946,6.261658E-5,0.0001633525,6.336101E-5,1.828536E-5,9.258568E-5,8.717383E-5,4.773006E-5,6.164782E-5,7.140719E-5,6.67317E-5,6.657193E-5,0.0001570157,0.0003638994,0.0001242944,0.0002381807,0.0001198193,0.0001473839,0.0001173799,0.0005036293,0.0001828385,
1080.088,7.71552E-5,0.0001961116,7.708106E-5,6.634878E-5,0.0001089722,8.36851E-5,5.328604E-5,6.156589E-5,0.0001028006,0.0001016427,4.789261E-5,0.0001964961,0.0005181956,0.0001582952,0.0003453766,0.0001915669,0.0001579399,0.0001552435,0.0006715547,0.0002423923,
1076.231,0.0001214713,0.0001996612,8.925657E-5,0.00011626,0.0001345256,0.0001038076,7.658601E-5,6.293895E-5,0.0001273867,0.0001193812,6.290828E-5,0.0002553931,0.0006494311,0.0002005687,0.0004526757,0.0002814715,0.000174921,0.0001861717,0.000789959,0.00032659,
1072.373,0.0001627863,0.0002031601,0.0001120973,0.0001228573,0.0001651851,0.0001461033,9.81386E-5,4.245228E-5,0.000142666,0.0001044827,8.660628E-5,0.0003423581,0.0007320386,0.0002565797,0.000545859,0.0003649224,0.0002163858,0.0002168961,0.0008446379,0.0004623568,
1068.516,0.0001986648,0.0002372943,0.0001340441,0.0001148899,0.0001960389,0.0001789159,0.0001140153,3.656937E-5,0.0001506376,9.584847E-5,9.202E-5,0.0004688376,0.000752115,0.0003555773,0.0006100061,0.0004446366,0.0002658566,0.0002545823,0.0008372855,0.0006468249,
1064.658,0.0002276433,0.0002815101,0.0001335988,0.0001287826,0.0002130837,0.0001866733,0.0001353449,7.075113E-5,0.0001535235,0.0001201956,7.974674E-5,0.0006349035,0.0006908426,0.0004838234,0.0006136303,0.0004956751,0.000322415,0.0002907458,0.0007657926,0.0008255014,
1060.801,0.0002321419,0.0002911591,0.0001504646,0.0001465741,0.0002125321,0.0001610233,0.0001519074,0.0001058025,0.0001498922,0.0001474124,6.326266E-5,0.0007660678,0.0005469846,0.0005685136,0.0005419159,0.0004736318,0.0003843488,0.0003049155,0.0006370813,0.0008883653,
1056.943,0.0002177891,0.0002572785,0.0001927195,0.0001506439,0.0001943895,0.0001156776,0.0001418556,0.0001169705,0.00014482,0.0001562393,7.884152E-5,0.000762923,0.0003811672,0.00056124,0.0004238838,0.0003661928,0.0004138373,0.0002881238,0.0004803783,0.0007823685,
1053.086,0.0002072737,0.0002287404,0.0002313065,0.0001514905,0.0001762149,0.0001144291,0.0001253667,0.0001279613,0.0001558643,0.0001547745,8.719713E-5,0.0006416464,0.000260796,0.0004995824,0.0003176744,0.0002525171,0.000397899,0.0002596975,0.0003518863,0.0005863669,
1049.229,0.000228884,0.0002405129,0.0002680759,0.0001837508,0.0001961217,0.0001875092,0.0001545917,0.0001526005,0.0001956971,0.0001790739,9.832755E-5,0.0005049502,0.000195385,0.0004505903,0.0002585522,0.0002165148,0.0003938765,0.0002508784,0.0002772585,0.0004108558,
1045.371,0.0002710684,0.0002581422,0.0003223296,0.0002671713,0.0002338447,0.0002870324,0.0002320271,0.0001884718,0.0002626239,0.0002478084,0.000146909,0.0003969558,0.0001557794,0.0004101259,0.0002208789,0.0002215382,0.0004068146,0.0002559058,0.0002339987,0.0002962972,
1041.514,0.0002896921,0.0002542835,0.0003672467,0.0003488111,0.0002396344,0.0003349945,0.0003100929,0.0002461282,0.0003104428,0.0003268224,0.0002043222,0.0003064213,0.0001270807,0.0003462041,0.0001744991,0.0002070245,0.0003830835,0.0002428932,0.0001714856,0.0002250589,
1037.656,0.0002896942,0.000232012,0.0003742812,0.0003798299,0.0002238468,0.0003124432,0.0003544697,0.0003106736,0.0002920061,0.0003549635,0.0002742288,0.0002320087,0.0001184168,0.000277003,0.0001352936,0.0001864836,0.0003287966,0.0002172886,8.939137E-5,0.0001795017,
1033.799,0.0002794129,0.000186579,0.0003375149,0.0003507603,0.000210203,0.0002548497,0.0003394528,0.000339715,0.0002275621,0.0003021919,0.0003305226,0.0001792767,0.0001198148,0.0002245878,0.0001186448,0.0001636953,0.0002738808,0.0002003641,9.687948E-5,0.0001529745,
1029.941,0.0002226898,0.0001405731,0.0002615613,0.0002741517,0.0001825537,0.000186132,0.0002635932,0.0003060959,0.0001671753,0.0002042319,0.0003085426,0.0001474115,0.0001063407,0.0001790314,0.0001126735,0.0001203722,0.0002044307,0.0001738822,7.912487E-5,0.0001365327,
1026.084,0.0001378687,0.0001157581,0.0001725999,0.0001755805,0.000132939,0.0001216305,0.0001791955,0.0002230684,0.0001248391,0.0001134684,0.0002095421,0.000120076,8.057422E-5,0.0001247038,9.62971E-5,7.384816E-5,0.0001344625,0.0001198247,9.991305E-5,0.0001099005,
1022.226,8.616382E-5,8.519423E-5,0.0001109944,9.034754E-5,7.897786E-5,7.7031E-5,0.0001198611,0.0001373857,9.228737E-5,5.107223E-5,0.0001195113,7.813536E-5,6.935049E-5,7.663493E-5,7.03186E-5,6.081294E-5,0.0001003928,6.629437E-5,0.0001140634,7.214984E-5,
1018.369,6.724798E-5,4.559191E-5,8.991259E-5,5.901329E-5,4.705507E-5,6.454402E-5,8.735433E-5,9.152049E-5,6.654009E-5,2.824336E-5,9.096144E-5,2.716249E-5,6.871311E-5,6.509357E-5,7.533281E-5,5.566069E-5,9.191373E-5,4.083657E-5,7.858138E-5,4.920469E-5,
1014.511,6.071519E-5,3.258518E-5,9.166959E-5,7.143764E-5,3.542238E-5,7.633281E-5,7.269953E-5,8.775447E-5,5.202111E-5,3.868347E-5,9.198866E-5,7.949152E-6,6.827735E-5,6.991774E-5,8.228783E-5,5.234723E-5,7.286559E-5,4.731167E-5,3.138489E-5,3.806632E-5,
