Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
968,000;-0,03580713;-0,130589;-0,09711027;-0,02825356;0,1198006;-0,3008981;-0,1724234;-0,01158142;-0,2636657;-0,1200609;-0,1131635;-0,2987542;0,09306002;-0,3104663;-0,04920006;-0,3113995;-0,3222094;-0,1367674;-0,4530759;-0,3019996;-0,4054141;-0,3328981;-0,4997725;-0,1964827;-0,2014875;-0,2783546;-0,3077254;-0,3656511;-0,3052678;-0,3700695;-0,377007;-0,3804231;-0,3746691;-0,2591448;-0,2591166;-0,3158741;-0,3581171;-0,37397;-0,3737206;-0,327107;-0,3582163;-0,5136962;-0,478014;-0,5266986;-0,459198;-0,3960381;-0,4877996;-0,5288687;-0,4502492;-0,5566821;-0,4978909;-0,4634433;-0,2713728;-0,3765883;-0,4176874;-0,601294;-0,4525599;-0,495173;-0,5888848;-0,492939;-0,5400076;-0,4928622;-0,5350509;-0,5327411;-0,4938178;-0,4218173;-0,4951673;-0,4647045;-0,4666438;-0,4546256;-0,5951514;-0,5628424;-0,6013174;-0,5539761;-0,5001698;-0,5881948;-0,4592566;-0,464325;-0,532414;-0,6176071;-0,4195337;-0,5962839;-0,5654845;-0,6791782;-0,5265961;-0,5652404;-0,5238261;-0,6162281;-0,4934649;-0,5700989;-0,6688066;-0,6366954;-0,5697398;-0,6574278;-0,5977726;-0,6371369;-0,5047426;-0,6834149;-0,7236953;-0,5754423;-0,5901122;-0,578424;-0,568418;-0,6810946;-0,6455202;-0,6524973;-0,619843;-0,6233106;-0,6267657;-0,5953345;-0,6218667;-0,5656853;-0,6568203;-0,6497188;-0,6067762;-0,6687608;-0,6692524;-0,7410188;-0,6290674;-0,5390487;-0,6782975;-0,6852002;-0,6231761;-0,6488867;-0,6072598;-0,6682649;-0,6506257;-0,6183147;-0,6782122;-0,6762185;-0,6711793;-0,7185998;-0,673254;-0,6922488;-0,572577;-0,6497412;-0,6942639;-0,6790237;-0,6757455;-0,7373767;-0,6807351;-0,6715035;-0,7211981;-0,6960187;-0,6412416;-0,6580634;-0,6220059;-0,7015991;-0,7611685;-0,6518879;-0,7421608;-0,6951323;-0,7118959;
969,000;0,414948;0,3094001;0,2174048;0,1072159;0,0212307;0,3000622;0,1396184;0,1537857;0,09841251;0,06174421;0,05648899;0,09536743;0,02705097;0,1509428;0,4481473;0,06489515;0,2194262;0,1183782;0,1620297;0,08665943;0,05115938;0,0135684;-0,1275916;-0,1656017;0,1312013;0,06487751;-0,1678257;-0,1277604;0,02230835;-0,1191063;-0,02945328;0,07022476;-0,1283221;-0,1954241;-0,0286622;-0,2233005;-0,2419186;-0,1308541;-0,07921696;-0,09189129;-0,1209388;-0,093925;-0,1340456;-0,1087213;-0,2236509;0,0811553;-0,1740537;-0,1305833;-0,243186;-0,1790452;-0,106782;-0,1117754;-0,2179637;-0,1359653;-0,1272998;-0,1850109;-0,2568307;-0,3099823;-0,185668;-0,2369041;-0,1055379;-0,1651926;-0,1883392;-0,1838136;-0,1951628;-0,2414088;-0,2273974;-0,2780375;-0,2353597;-0,3550243;-0,2477045;-0,2436948;-0,1152015;-0,2410178;-0,2612243;-0,3045454;-0,2262449;-0,1735568;-0,2732253;-0,3053565;-0,2889853;-0,1980033;-0,3275795;-0,2195559;-0,2794547;-0,3077154;-0,3207827;-0,2480092;-0,2908092;-0,2582302;-0,2462683;-0,2824173;-0,2398181;-0,2168088;-0,3321004;-0,2635899;-0,2970057;-0,2183485;-0,1857328;-0,3172655;-0,3314238;-0,2671089;-0,3340487;-0,2681761;-0,3205347;-0,2809815;-0,3089719;-0,3111758;-0,2803044;-0,2224598;-0,380661;-0,3383379;-0,2287545;-0,3324585;-0,2354655;-0,2977962;-0,4097729;-0,2468033;-0,3631477;-0,317452;-0,3324466;-0,2277479;-0,3360577;-0,3046045;-0,3208017;-0,2025728;-0,285583;-0,3788271;-0,3373384;-0,3823047;-0,2716231;-0,3286376;-0,3534174;-0,3315639;-0,3152027;-0,2988801;-0,373733;-0,3355885;-0,3740387;-0,3537745;-0,3037925;-0,4409471;-0,3785009;-0,3771033;-0,3307409;-0,3846107;-0,3793044;-0,3979535;-0,3741426;-0,3774652;-0,379096;-0,3556161;-0,4111872;
970,000;-0,2376895;-0,2090387;-0,2693777;-0,1476741;0,1504064;-0,2779326;-0,2914276;-0,09741354;-0,03477144;-0,2879543;-0,2100072;-0,196321;0,01119995;-0,2443395;-0,01440287;-0,3808026;-0,2924232;-0,2245173;-0,2688236;-0,3359413;-0,1382723;-0,330945;-0,2785115;-0,305532;-0,2772665;-0,328825;-0,3137617;-0,2438412;-0,2579703;-0,3593874;-0,3454843;-0,3740668;-0,3439317;-0,2908711;-0,2141409;-0,3667202;-0,2333159;-0,3885655;-0,366015;-0,4317279;-0,3888588;-0,5354099;-0,2750292;-0,4926734;-0,4172635;-0,4561844;-0,3273473;-0,3286581;-0,347105;-0,3916168;-0,407917;-0,391572;-0,4425001;-0,4717927;-0,5204515;-0,4788566;-0,4890103;-0,3963771;-0,4377699;-0,5234876;-0,3222585;-0,4910316;-0,4123096;-0,4555311;-0,4772453;-0,5081668;-0,4700956;-0,4566202;-0,5544777;-0,4462438;-0,4370956;-0,5032811;-0,5368633;-0,36377;-0,548409;-0,4942532;-0,4582787;-0,6124206;-0,4369864;-0,4676719;-0,4870524;-0,5506983;-0,4949083;-0,4953847;-0,4849648;-0,5021367;-0,4377823;-0,5716176;-0,5571108;-0,5351357;-0,6061683;-0,5546999;-0,6074958;-0,5559139;-0,4819407;-0,5973845;-0,5673747;-0,5226722;-0,6438031;-0,5343924;-0,4704418;-0,6092868;-0,4864497;-0,5632534;-0,4925318;-0,5629454;-0,591496;-0,5759969;-0,5413332;-0,572597;-0,5608191;-0,5378733;-0,5800242;-0,5904956;-0,6073503;-0,5685697;-0,5314708;-0,6101975;-0,5807819;-0,5947118;-0,6264319;-0,6290393;-0,5675511;-0,523088;-0,5667977;-0,5991993;-0,605082;-0,5737753;-0,6134253;-0,644474;-0,5249686;-0,6166673;-0,5831327;-0,5874772;-0,5471835;-0,5375991;-0,5718575;-0,6360197;-0,6045609;-0,6527138;-0,5854497;-0,6375656;-0,6492972;-0,6319036;-0,6322551;-0,6580629;-0,5790572;-0,5983882;-0,6609225;-0,6362648;-0,6666379;-0,6286359;-0,6203613;
971,000;0,01106739;-0,1648259;0,01066828;-0,07557869;-0,07703543;-0,1371455;-0,2424431;-0,2719522;-0,2175565;-0,3005891;-0,3601384;-0,2676988;-0,1919398;-0,3064556;-0,2824969;-0,2647648;-0,3198509;0,1484394;-0,3135686;-0,2827735;-0,4053354;-0,3782773;-0,271646;-0,233922;-0,3180995;-0,3029156;-0,3557825;-0,2846909;-0,3813396;-0,4235249;-0,3709178;-0,3788481;-0,3391261;-0,4619446;-0,4825821;-0,4685659;-0,4513683;-0,3683162;-0,4073453;-0,5516963;-0,5394816;-0,4056683;-0,5338593;-0,4816618;-0,3399181;-0,4675756;-0,4867458;-0,5515223;-0,5174561;-0,4999547;-0,50597;-0,6108012;-0,4847836;-0,4884758;-0,4406624;-0,5346527;-0,5480385;-0,4731164;-0,4428811;-0,3886261;-0,4833598;-0,5078025;-0,5331564;-0,4252887;-0,5197668;-0,4434209;-0,534585;-0,5577869;-0,575295;-0,5874186;-0,4962153;-0,537941;-0,5255222;-0,5259309;-0,6006284;-0,5624824;-0,6242867;-0,5769243;-0,5611453;-0,5635681;-0,6033945;-0,5553107;-0,6138234;-0,549768;-0,655231;-0,5866227;-0,5946269;-0,6193829;-0,5771904;-0,6359363;-0,588943;-0,5951171;-0,5767913;-0,5397687;-0,5291677;-0,5070047;-0,5442438;-0,6282182;-0,5868821;-0,6378107;-0,6134648;-0,6540341;-0,5840106;-0,6034093;-0,6553674;-0,6420197;-0,6269937;-0,6598396;-0,6576676;-0,5536594;-0,6169543;-0,5954275;-0,6370449;-0,6790504;-0,6277695;-0,5973539;-0,6103668;-0,7107806;-0,6192036;-0,6484585;-0,6898313;-0,6378446;-0,6937776;-0,6087704;-0,584404;-0,6426282;-0,6805243;-0,6816292;-0,6236291;-0,6167579;-0,6411071;-0,7076626;-0,7195978;-0,6184912;-0,6353159;-0,7315207;-0,638073;-0,6717687;-0,7405081;-0,6703;-0,614922;-0,682735;-0,7280426;-0,5999484;-0,6506524;-0,6456833;-0,714962;-0,6216559;-0,6592679;-0,6906176;-0,6575665;-0,6433587;-0,6643782;
972,000;-0,1318622;0,001772404;-0,08661747;-0,1486988;-0,1273727;-0,2313476;-0,2515612;-0,143261;-0,2706499;-0,05538416;-0,03545427;-0,2126918;-0,2156353;-0,170795;-0,3041501;-0,3202596;-0,2263722;-0,2538924;-0,2520103;-0,1711621;-0,2235503;-0,1854177;-0,2994766;-0,2312627;-0,2711806;-0,3038406;-0,3688173;-0,2828918;-0,2852578;-0,4173627;-0,3669038;-0,3427086;-0,3122401;-0,4128051;-0,3330412;-0,3608465;-0,3807015;-0,4384022;-0,3099718;-0,3720112;-0,3552299;-0,4891753;-0,3626428;-0,3786144;-0,5271597;-0,4023252;-0,3272176;-0,4188943;-0,4352021;-0,4987192;-0,4772778;-0,4896445;-0,4142118;-0,4846888;-0,4509096;-0,3870401;-0,4395227;-0,3890705;-0,5366507;-0,5030575;-0,3922877;-0,4840512;-0,5198655;-0,5064793;-0,5528712;-0,4576702;-0,4519291;-0,4561143;-0,5276608;-0,5000682;-0,6137218;-0,4733233;-0,4319282;-0,488656;-0,501462;-0,5042906;-0,461412;-0,5501037;-0,5473566;-0,6150627;-0,4466791;-0,4976554;-0,4702611;-0,4703584;-0,5519853;-0,5640807;-0,555913;-0,5391002;-0,555572;-0,6273203;-0,5247073;-0,5620861;-0,5303335;-0,5924544;-0,6243863;-0,4846268;-0,5412383;-0,6016145;-0,5725932;-0,6129155;-0,6033707;-0,6316385;-0,6105099;-0,5569372;-0,5426655;-0,450654;-0,6226625;-0,6377625;-0,5869093;-0,4832535;-0,5349755;-0,5916939;-0,671504;-0,5577135;-0,5995193;-0,5609674;-0,5948839;-0,6148334;-0,60991;-0,659956;-0,6287274;-0,5959301;-0,60355;-0,6301026;-0,6471896;-0,5211768;-0,5651326;-0,5814848;-0,6457996;-0,6160498;-0,6069598;-0,6259151;-0,5978656;-0,5974984;-0,6338243;-0,6306906;-0,5881019;-0,5585408;-0,6664305;-0,6539183;-0,6756811;-0,7017722;-0,6400394;-0,6140985;-0,6839232;-0,6813936;-0,6280527;-0,5463295;-0,6995296;-0,6518569;-0,7264676;-0,5606346;-0,5988536;
973,000;0,3852549;-0,263658;-0,157114;-0,09005976;-0,0163908;-0,08952236;0,07833672;-0,2171111;-0,2173662;-0,01394272;-0,1415033;-0,2216058;0,08479071;-0,2718501;-0,08755589;-0,3109131;-0,01066494;-0,08717728;-0,08913136;-0,3600488;-0,2015224;-0,2678161;-0,3102169;-0,3889952;-0,1492262;-0,4226847;-0,006543636;-0,3062878;-0,2076302;-0,3496194;-0,2183685;-0,2661705;-0,3035069;-0,262856;-0,3493395;-0,2088728;-0,3014832;-0,2595615;-0,2106647;-0,3872166;-0,2564912;-0,3050323;-0,204596;-0,2112479;-0,3548956;-0,4520183;-0,2571325;-0,4206867;-0,4200349;-0,3876448;-0,3518252;-0,3842063;-0,3478308;-0,3059816;-0,4529929;-0,4209933;-0,3829808;-0,3017654;-0,2631335;-0,4204092;-0,4508114;-0,3842854;-0,3836689;-0,3907361;-0,4534416;-0,3855343;-0,3479691;-0,3846598;-0,3874497;-0,4547305;-0,349051;-0,3864546;-0,4851007;-0,4175239;-0,4525952;-0,453896;-0,418745;-0,4210753;-0,4533815;-0,3858042;-0,4480596;-0,5360589;-0,4528909;-0,5352855;-0,4818344;-0,4528079;-0,4217196;-0,5143733;-0,4533448;-0,4532204;-0,537106;-0,4176555;-0,5369868;-0,6119485;-0,4564891;-0,6494932;-0,5368009;-0,6080933;-0,5119309;-0,4801745;-0,3836122;-0,5411601;-0,5117564;-0,4499369;-0,5322876;-0,5312715;-0,5385871;-0,5854554;-0,5853763;-0,6276679;-0,5358667;-0,5080657;-0,4837399;-0,4190369;-0,4527192;-0,5105729;-0,5611939;-0,6072464;-0,5830846;-0,4531813;-0,5398455;-0,5857334;-0,6057243;-0,5630646;-0,6287079;-0,558073;-0,626893;-0,5072012;-0,5865898;-0,5609813;-0,5615988;-0,535315;-0,6266904;-0,507668;-0,5636911;-0,5341449;-0,5593624;-0,5607262;-0,5375333;-0,5380187;-0,5125809;-0,6308026;-0,6269407;-0,5105667;-0,6301141;-0,5119352;-0,5603456;-0,6037097;-0,5626836;-0,4827647;-0,538425;-0,5093694;-0,5597906;
974,000;0,1557584;0,233305;-0,04812098;0,1734853;0,3119001;0,09969234;0,3431454;0,2087021;0,0534482;0,3384881;-0,2283425;0,3834352;0,06710577;0,3580227;-0,1071177;-0,1111445;0,019238;-0,09938335;0,1016273;0,402626;-0,3742576;0,1913424;-0,1820364;-0,0840373;-0,2854881;-0,1494937;-0,2062292;-0,08709764;-0,232985;-0,280324;0,07609272;-0,02321482;-0,3114305;-0,1604943;-0,1006269;-0,3443198;-0,4217148;-0,3468285;-0,170855;-0,1762395;-0,3714657;-0,3965998;-0,4129138;-0,2144175;-0,3040986;-0,3448858;-0,3048053;-0,3155313;-0,3071718;-0,3273735;-0,2941122;-0,3941407;-0,2792912;-0,3540025;-0,433053;-0,2792311;-0,3732467;-0,3822169;-0,3879523;-0,4702711;-0,3577251;-0,3932495;-0,4636331;-0,3419275;-0,4430933;-0,4113336;-0,329989;-0,4394197;-0,368258;-0,3383374;-0,5206203;-0,4030261;-0,343574;-0,4631681;-0,4038773;-0,3842959;-0,3589959;-0,430449;-0,4360685;-0,4791012;-0,4819193;-0,3797469;-0,3734794;-0,4391193;-0,4361277;-0,4842868;-0,3992867;-0,3358264;-0,442771;-0,4193072;-0,4586711;-0,5258846;-0,446341;-0,3925714;-0,4239888;-0,4334092;-0,5072718;-0,4072895;-0,4520578;-0,5855918;-0,5805168;-0,3819532;-0,4787569;-0,6078258;-0,5842738;-0,5433512;-0,4671412;-0,5372343;-0,4682097;-0,4840989;-0,4676466;-0,5671549;-0,5061903;-0,5172849;-0,5164313;-0,4894686;-0,5537581;-0,4912624;-0,5988488;-0,564436;-0,4019346;-0,4989872;-0,5626488;-0,467001;-0,5492907;-0,5192003;-0,4840746;-0,570641;-0,4984188;-0,607039;-0,5320549;-0,5856566;-0,5517321;-0,5964909;-0,4869666;-0,5913711;-0,5713391;-0,4966364;-0,5333962;-0,5374699;-0,5632863;-0,5232005;-0,5627656;-0,5886388;-0,5728951;-0,5493422;-0,5528541;-0,6123056;-0,6042409;-0,6274323;-0,612967;-0,5359983;-0,6295691;
975,000;0,05403519;0,1714463;0,03510141;-0,1455102;0,01828957;0,1391807;-0,1074862;-0,08446026;-0,1583915;-0,211657;0,03997755;-0,02517843;0,04392672;-0,2103062;-0,0353303;-0,06249666;-0,1974306;0,1473556;-0,1109409;-0,09076118;-0,005804062;-0,2846875;-0,2902327;-0,1335993;-0,1877899;-0,1935925;-0,1135912;-0,1472607;-0,1820488;-0,1971602;-0,1311169;-0,2440615;-0,2174129;-0,2378621;-0,2183275;-0,1880255;-0,2783117;-0,2093744;-0,2777519;-0,3405824;-0,2340674;-0,2249365;-0,2190199;-0,1700177;-0,3396111;-0,2580681;-0,08794498;-0,2914977;-0,2759213;-0,3848591;-0,335021;-0,2731929;-0,2877436;-0,2095165;-0,332243;-0,3857346;-0,04373598;-0,2494073;-0,3687277;-0,2938113;-0,2974639;-0,2867713;-0,3768406;-0,4072924;-0,3118944;-0,2787776;-0,3760896;-0,3188548;-0,3674941;-0,3532238;-0,4228964;-0,2895441;-0,4546633;-0,3421454;-0,3636289;-0,4057493;-0,321723;-0,3932934;-0,3814235;-0,3820567;-0,3121929;-0,3685465;-0,3779716;-0,4401479;-0,3358479;-0,3914266;-0,3812099;-0,4651203;-0,3851833;-0,3146267;-0,3767138;-0,405695;-0,441463;-0,4444318;-0,3925505;-0,4692531;-0,4702954;-0,3731551;-0,40418;-0,364109;-0,3830743;-0,4914036;-0,4038162;-0,3875504;-0,4042635;-0,4680157;-0,434834;-0,4027715;-0,4842224;-0,4407377;-0,4660349;-0,398181;-0,4422269;-0,4711185;-0,5152349;-0,3761716;-0,4433403;-0,4566617;-0,4171767;-0,45153;-0,4662013;-0,4653873;-0,4555974;-0,4145384;-0,4328985;-0,3937802;-0,4357014;-0,4185882;-0,4243054;-0,4713769;-0,4697051;-0,4297137;-0,4940329;-0,4467893;-0,5386558;-0,4119973;-0,432909;-0,4955039;-0,4894195;-0,5025024;-0,4784932;-0,4642053;-0,4607906;-0,4926553;-0,3884392;-0,4422464;-0,5003266;-0,4588923;-0,4693575;-0,4933777;-0,4602861;-0,4686732;-0,4984832;
976,000;-0,2580404;-0,2130761;0,252039;0,004481316;0,0388689;-0,1107187;0,02522802;0,1854739;-0,08111429;0,2852173;-0,05553865;-0,2173839;-0,3447161;-0,3146944;-0,1929626;-0,08398199;-0,2081466;0,2047806;-0,09457636;-0,4310002;-0,3609133;0,2421336;-0,3066926;-0,4463325;-0,1841688;-0,3797669;-0,114471;-0,3420486;-0,4391212;-0,3584795;-0,1267986;-0,1387105;-0,4061508;-0,4158034;-0,338315;-0,3452768;-0,4417944;-0,4283643;-0,3593211;-0,4219179;-0,5095792;-0,231359;-0,4169359;-0,6565289;-0,4855728;-0,4554625;-0,5234103;-0,5609689;-0,3751936;-0,4567647;-0,5012584;-0,4874339;-0,503346;-0,4267783;-0,5164051;-0,5938311;-0,4374433;-0,5711784;-0,5364642;-0,4962988;-0,5489211;-0,5183153;-0,562016;-0,4821696;-0,5628471;-0,5240054;-0,5068703;-0,5975814;-0,5364103;-0,5272226;-0,6449137;-0,5465212;-0,5514345;-0,6248584;-0,5891356;-0,6177034;-0,7004776;-0,5694227;-0,6236448;-0,5211473;-0,6469235;-0,5602336;-0,5603027;-0,6385565;-0,5304112;-0,617065;-0,5962887;-0,6494737;-0,7412357;-0,6023159;-0,7358823;-0,6092196;-0,6487412;-0,7285209;-0,5508471;-0,6704412;-0,513546;-0,664752;-0,6352739;-0,6048169;-0,5714211;-0,6690178;-0,6588626;-0,63199;-0,7319031;-0,7526202;-0,5270572;-0,7467561;-0,6876159;-0,7343526;-0,6131406;-0,7102809;-0,7228551;-0,6588273;-0,6306701;-0,7067289;-0,6308293;-0,6632948;-0,6788902;-0,6361985;-0,6968122;-0,7112513;-0,6806083;-0,6689835;-0,6277862;-0,6679416;-0,763299;-0,7092915;-0,7028661;-0,613914;-0,6765985;-0,7073545;-0,6905799;-0,6900144;-0,7229204;-0,6465106;-0,7396955;-0,7278771;-0,7708192;-0,7073274;-0,7452354;-0,6961584;-0,7191863;-0,80268;-0,6864257;-0,787724;-0,6847177;-0,8076911;-0,766398;-0,7235088;-0,6716228;-0,7545042;-0,7583218;
977,000;-0,1024966;0,07569504;-0,1332021;0,3097134;-0,2283173;0,110672;0,02628422;0,5259614;0,00045681;-0,03666592;-0,1410017;-0,0180645;-0,1142817;0,02061892;-0,007172585;-0,1873665;-0,2065907;-0,08079147;-0,06513166;-0,02987146;0,01986885;-0,1033864;-0,1558228;-0,2346473;-0,3068767;-0,1903;-0,2255239;-0,3219829;-0,2641487;-0,3375463;-0,1376495;-0,2606549;-0,1053157;-0,2511573;-0,2818794;-0,2357268;-0,1858091;-0,2068334;-0,2221165;-0,3346848;-0,3644371;-0,2758532;-0,3422203;-0,1290498;-0,319891;-0,2321701;-0,252459;-0,3491335;-0,4032378;-0,4075861;-0,3708448;-0,2860293;-0,3847089;-0,3260455;-0,3618131;-0,3412156;-0,339746;-0,3258729;-0,3319507;-0,3143601;-0,3328443;-0,4273095;-0,4305739;-0,3948946;-0,4648151;-0,4334183;-0,3805633;-0,4791679;-0,4428439;-0,49365;-0,3600025;-0,3441029;-0,3729115;-0,4644341;-0,4131093;-0,4276633;-0,4659543;-0,4525971;-0,3519044;-0,4268403;-0,3597183;-0,4673128;-0,4764366;-0,388422;-0,408884;-0,4384828;-0,4298186;-0,3798938;-0,4997311;-0,3676152;-0,366487;-0,5456843;-0,3945541;-0,4459219;-0,4167771;-0,415421;-0,5112314;-0,3610544;-0,3936648;-0,5956817;-0,5209894;-0,5394015;-0,5683503;-0,4628882;-0,3930054;-0,4992099;-0,5374928;-0,5954428;-0,4617777;-0,4837375;-0,5311265;-0,4727802;-0,4822664;-0,4976296;-0,4534373;-0,4227738;-0,4603386;-0,5636554;-0,538321;-0,4941773;-0,4870629;-0,5338078;-0,5348763;-0,5497932;-0,5759931;-0,4969411;-0,4490423;-0,5991716;-0,5899272;-0,5641127;-0,5446687;-0,4687657;-0,503583;-0,4889789;-0,6129436;-0,4825611;-0,5302653;-0,4899044;-0,5399957;-0,4701385;-0,6553726;-0,4983449;-0,5146413;-0,5806723;-0,5593271;-0,5542302;-0,5508137;-0,5802979;-0,5304255;-0,537724;-0,5002656;-0,5304241;-0,5552506;
978,000;-0,2147069;0,1797729;0,4789968;-0,2200513;-0,1213131;-0,5589132;0,4782758;-0,2242594;-0,367754;-0,2170072;-0,3627481;-0,3681593;-0,3681345;-0,22471;-0,4757614;-0,423697;-0,3660798;-0,1180854;-0,3658986;-0,5248046;-0,3708386;-0,421382;-0,2994113;-0,3661947;-0,2984085;-0,6025257;-0,4226217;-0,476284;-0,521441;-0,4760776;-0,5191169;-0,4739027;-0,4275036;-0,367342;-0,5217633;-0,3685045;-0,5634103;-0,3674321;-0,5226045;-0,4244747;-0,4771008;-0,5183387;-0,2232375;-0,6033812;-0,4233689;-0,6988754;-0,4270325;-0,6032963;-0,5208578;-0,5616918;-0,6007619;-0,6687098;-0,4229898;-0,5218592;-0,3674645;-0,6009731;-0,63521;-0,6999936;-0,6358004;-0,52316;-0,7259002;-0,6006427;-0,5211082;-0,563365;-0,522028;-0,5234003;-0,6990614;-0,6011453;-0,6663623;-0,6675057;-0,6025786;-0,6366477;-0,6685338;-0,4770441;-0,6363621;-0,6356416;-0,6368122;-0,56288;-0,6023598;-0,636723;-0,6027637;-0,6675658;-0,6025605;-0,6704082;-0,6365361;-0,5646811;-0,6363153;-0,6983099;-0,669323;-0,6685505;-0,6683846;-0,7252564;-0,6359076;-0,7268763;-0,6360836;-0,7270041;-0,724957;-0,7519526;-0,6996841;-0,5219512;-0,5637789;-0,5622296;-0,6009588;-0,6032462;-0,7003512;-0,7530041;-0,6674066;-0,6366277;-0,7774501;-0,6682029;-0,6678686;-0,7537246;-0,6981134;-0,7274919;-0,7257538;-0,7283335;-0,7521305;-0,6982403;-0,6998115;-0,6681881;-0,7521205;-0,6678143;-0,7517543;-0,6980104;-0,8004918;-0,7775002;-0,8245058;-0,668828;-0,6364741;-0,8438568;-0,7528205;-0,7000637;-0,6986241;-0,7785907;-0,7517209;-0,8023987;-0,7784915;-0,8014073;-0,7276559;-0,7782521;-0,7253742;-0,7534342;-0,8017907;-0,8459501;-0,7533336;-0,752377;-0,8006577;-0,8004789;-0,8244519;-0,7777195;-0,7790027;-0,8461776;-0,8019781;
979,000;0,5834661;0,554934;0,05185413;0,4225669;0,1920795;0,6843143;0,146831;0,2422681;0,2258134;0,2297907;0,4774241;0,2290688;0,01606226;0,0856266;0,1326838;0,2014489;0,2029495;0,2919316;0,2494025;0,02550268;0,0852294;0,1011314;0,05662584;0,1719127;0,04595995;0,08036184;0,1664944;-0,08827353;0,03182173;-0,0455451;0,149663;-0,02794075;-0,04418802;0,00754261;-0,05769444;-0,05748415;-0,01375055;0,06779432;-0,08255053;0,09793139;-0,147759;0,01338863;-0,2192659;-0,005761147;-0,03822184;-0,002401829;-0,1162658;-0,2097702;-0,1482787;-0,1213641;-0,03229856;-0,07487822;0,1020532;-0,1052103;-0,1157246;-0,04970217;-0,005973816;-0,196465;-0,1082616;-0,1385794;-0,0380106;-0,1317725;-0,1626306;-0,1756444;-0,1973443;-0,2308888;-0,1391897;-0,163167;-0,1126366;-0,1671748;-0,1617355;-0,1305475;-0,1135211;-0,2014656;-0,1639781;-0,1016917;-0,2481866;-0,1680737;-0,227087;-0,2562871;-0,208406;-0,1341991;-0,3104863;-0,2703371;-0,2033153;-0,2441278;-0,1875601;-0,137352;-0,2584567;-0,2314048;-0,121459;-0,2706046;-0,1068664;-0,2298217;-0,1865277;-0,1885395;-0,1880751;-0,1001005;-0,2661581;-0,3224597;-0,2918324;-0,2161369;-0,2466879;-0,2998767;-0,2794094;-0,201025;-0,2990723;-0,2626333;-0,1796775;-0,1592212;-0,2545905;-0,3112645;-0,2173524;-0,3227105;-0,2088432;-0,2989259;-0,2137709;-0,3114161;-0,3386354;-0,2819209;-0,196116;-0,2585034;-0,1706443;-0,2638016;-0,2652569;-0,2200346;-0,2283044;-0,3565106;-0,3168826;-0,3018742;-0,2693143;-0,3100281;-0,2579374;-0,3166828;-0,3052988;-0,3240266;-0,3246808;-0,322536;-0,3543563;-0,2825546;-0,2850189;-0,3106546;-0,3180909;-0,3700857;-0,2956815;-0,2676258;-0,3108773;-0,2682095;-0,3477626;-0,2997103;-0,3769531;-0,3466277;-0,3849573;
